country,equipment_type,destroyed,abandoned,captured,damaged,type_total,date_recorded,destroyed_diff,abandoned_diff,captured_diff,damaged_diff,type_total_diff,destroyed_diff_diff,abandoned_diff_diff,captured_diff_diff,damaged_diff_diff,type_total_diff_diff
Ukraine,"Losses excluding Recon Drones and Trucks - 5896, of which: destroyed: 4217, damaged: 518, abandoned: 347, captured: 815",4217,347,815,518,5897,2024-12-26,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 5905, of which: destroyed: 4230, damaged: 518, abandoned: 344, captured: 813",4230,344,813,518,5905,2024-12-29,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 5918, of which: destroyed: 4238, damaged: 519, abandoned: 347, captured: 813",4238,347,813,519,5917,2024-12-31,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 5971, of which: destroyed: 4277, damaged: 520, abandoned: 358, captured: 816",4277,358,816,520,5971,2025-01-07,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 5994, of which: destroyed: 4295, damaged: 520, abandoned: 363, captured: 817",4295,363,817,520,5995,2025-01-13,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 5995, of which: destroyed: 4296, damaged: 520, abandoned: 363, captured: 817",4296,363,817,520,5996,2025-01-10,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6044, of which: destroyed: 4339, damaged: 520, abandoned: 365, captured: 820",4339,365,820,520,6044,2025-01-16,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6060, of which: destroyed: 4352, damaged: 520, abandoned: 367, captured: 821",4352,367,821,520,6060,2025-01-19,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6096, of which: destroyed: 4376, damaged: 520, abandoned: 375, captured: 825",4376,375,825,520,6096,2025-01-22,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6118, of which: destroyed: 4389, damaged: 521, abandoned: 381, captured: 827",4389,381,827,521,6118,2025-01-25,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6177, of which: destroyed: 4431, damaged: 521, abandoned: 395, captured: 830",4431,395,830,521,6177,2025-01-31,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6183, of which: destroyed: 4437, damaged: 520, abandoned: 396, captured: 830",4437,396,830,520,6183,2025-02-02,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6189, of which: destroyed: 4442, damaged: 520, abandoned: 396, captured: 831",4442,396,831,520,6189,2025-02-03,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6189, of which: destroyed: 4468, damaged: 522, abandoned: 401, captured: 839",4468,401,839,522,6230,2025-02-11,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6277, of which: destroyed: 4506, damaged: 523, abandoned: 407, captured: 841",4506,407,841,523,6277,2025-02-12,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6295, of which: destroyed: 4521, damaged: 523, abandoned: 410, captured: 841",4521,410,841,523,6295,2025-02-16,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6315, of which: destroyed: 4535, damaged: 523, abandoned: 414, captured: 843",4535,414,843,523,6315,2025-02-18,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6341, of which: destroyed: 4556, damaged: 524, abandoned: 417, captured: 844",4556,417,844,524,6341,2025-02-21,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6351, of which: destroyed: 4566, damaged: 524, abandoned: 417, captured: 844",4566,417,844,524,6351,2025-02-23,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses excluding Recon Drones and Trucks - 6361, of which: destroyed: 4572, damaged: 524, abandoned: 421, captured: 844",4572,421,844,524,6361,2025-02-24,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3222, of which: destroyed: 2282, damaged: 219, abandoned: 243, captured: 478",2282,243,478,219,3222,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3239, of which: destroyed: 2295, damaged: 219, abandoned: 246, captured: 479",2295,246,479,219,3239,2024-10-02,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3252, of which: destroyed: 2303, damaged: 219, abandoned: 250, captured: 480",2303,250,480,219,3252,2024-10-06,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3260, of which: destroyed: 2309, damaged: 219, abandoned: 251, captured: 481",2309,251,481,219,3260,2024-10-09,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3331, of which: destroyed: 2359, damaged: 219, abandoned: 261, captured: 492",2359,261,492,219,3331,2024-10-24,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3345, of which: destroyed: 2372, damaged: 219, abandoned: 261, captured: 493",2372,261,493,219,3345,2024-10-27,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3355, of which: destroyed: 2380, damaged: 219, abandoned: 262, captured: 494",2380,262,494,219,3355,2024-10-30,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3368, of which: destroyed: 2391, damaged: 219, abandoned: 263, captured: 495",2391,263,495,219,3368,2024-11-02,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3383, of which: destroyed: 2404, damaged: 219, abandoned: 263, captured: 497",2404,263,497,219,3383,2024-11-05,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3414, of which: destroyed: 2430, damaged: 221, abandoned: 264, captured: 499",2430,264,499,221,3414,2024-11-11,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3431, of which: destroyed: 2444, damaged: 221, abandoned: 266, captured: 500",2444,266,500,221,3431,2024-11-14,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3440, of which: destroyed: 2449, damaged: 221, abandoned: 270, captured: 500",2449,270,500,221,3440,2024-11-17,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3451, of which: destroyed: 2459, damaged: 222, abandoned: 270, captured: 500",2459,270,500,222,3451,2024-11-20,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3457, of which: destroyed: 2464, damaged: 223, abandoned: 268, captured: 502",2464,268,502,223,3457,2024-11-23,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3470, of which: destroyed: 2475, damaged: 223, abandoned: 270, captured: 502",2475,270,502,223,3470,2024-11-27,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3501, of which: destroyed: 2498, damaged: 224, abandoned: 274, captured: 505",2498,274,505,224,3501,2024-12-03,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3531, of which: destroyed: 2521, damaged: 224, abandoned: 277, captured: 509",2521,277,509,224,3531,2024-12-09,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3548, of which: destroyed: 2535, damaged: 224, abandoned: 280, captured: 509",2535,280,509,224,3548,2024-12-12,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3567, of which: destroyed: 2549, damaged: 225, abandoned: 283, captured: 510",2549,283,510,225,3567,2024-12-16,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3578, of which: destroyed: 2562, damaged: 226, abandoned: 279, captured: 511",2562,279,511,226,3578,2024-12-20,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3605, of which: destroyed: 2580, damaged: 226, abandoned: 284, captured: 515",2580,284,515,226,3605,2024-12-23,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3623, of which: destroyed: 2595, damaged: 226, abandoned: 286, captured: 516",2595,286,516,226,3623,2024-12-26,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3629, of which: destroyed: 2604, damaged: 226, abandoned: 283, captured: 516",2604,283,516,226,3629,2024-12-29,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3641, of which: destroyed: 2611, damaged: 227, abandoned: 286, captured: 516",2611,286,516,227,3640,2024-12-31,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3685, of which: destroyed: 2642, damaged: 228, abandoned: 296, captured: 519",2642,296,519,228,3685,2025-01-07,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3703, of which: destroyed: 2655, damaged: 228, abandoned: 301, captured: 519",2655,301,519,228,3703,2025-01-13,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3704, of which: destroyed: 2656, damaged: 228, abandoned: 301, captured: 519",2656,301,519,228,3704,2025-01-10,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3741, of which: destroyed: 2689, damaged: 228, abandoned: 303, captured: 521",2689,303,521,228,3741,2025-01-16,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3754, of which: destroyed: 2700, damaged: 228, abandoned: 304, captured: 522",2700,304,522,228,3754,2025-01-19,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3778, of which: destroyed: 2716, damaged: 228, abandoned: 310, captured: 524",2716,310,524,228,3778,2025-01-22,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3794, of which: destroyed: 2725, damaged: 229, abandoned: 315, captured: 525",2725,315,525,229,3794,2025-01-25,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3843, of which: destroyed: 2759, damaged: 229, abandoned: 327, captured: 528",2759,327,528,229,3843,2025-01-31,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3847, of which: destroyed: 2764, damaged: 229, abandoned: 326, captured: 528",2764,326,528,229,3847,2025-02-02,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3849, of which: destroyed: 2765, damaged: 229, abandoned: 326, captured: 529",2765,326,529,229,3849,2025-02-03,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3877, of which: destroyed: 2779, damaged: 231, abandoned: 331, captured: 536",2779,331,536,231,3877,2025-02-11,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3910, of which: destroyed: 2806, damaged: 231, abandoned: 336, captured: 537",2806,336,537,231,3910,2025-02-12,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3920, of which: destroyed: 2814, damaged: 231, abandoned: 338, captured: 537",2814,338,537,231,3920,2025-02-16,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3933, of which: destroyed: 2823, damaged: 231, abandoned: 340, captured: 539",2823,340,539,231,3933,2025-02-18,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3952, of which: destroyed: 2838, damaged: 231, abandoned: 343, captured: 540",2838,343,540,231,3952,2025-02-21,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3959, of which: destroyed: 2845, damaged: 231, abandoned: 343, captured: 540",2845,343,540,231,3959,2025-02-23,0,0,0,0,0,0,0,0,0,0
Ukraine,"Losses of Armoured Combat Vehicles [Tanks, AFVs, IFVs, APCs, and MRAPs] - 3966, of which: destroyed: 2849, damaged: 231, abandoned: 346, captured: 540",2849,346,540,231,3966,2025-02-24,0,0,0,0,0,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,209,21,21,37,288,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,211,22,22,37,292,2024-10-02,2,1,1,0,4,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,210,22,23,37,292,2024-10-06,-1,0,1,0,0,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,213,23,23,37,296,2024-10-09,3,1,0,0,4,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,231,24,28,37,320,2024-10-22,18,1,5,0,24,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,232,24,28,37,321,2024-10-23,1,0,0,0,1,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,233,24,29,37,323,2024-10-27,1,0,1,0,2,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,235,25,30,37,327,2024-10-30,2,1,1,0,4,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,237,25,31,37,330,2024-11-02,2,0,1,0,3,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,241,25,32,37,335,2024-11-05,4,0,1,0,5,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,246,25,33,37,341,2024-11-11,5,0,1,0,6,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,252,26,33,37,348,2024-11-14,6,1,0,0,7,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,252,27,33,37,349,2024-11-17,0,1,0,0,1,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,253,27,33,37,350,2024-11-20,1,0,0,0,1,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,251,27,33,37,348,2024-11-21,-2,0,0,0,-2,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,251,27,34,36,348,2024-11-23,0,0,1,-1,0,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,252,29,34,36,351,2024-11-27,1,2,0,0,3,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,253,29,34,36,352,2024-12-03,1,0,0,0,1,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,257,30,37,36,360,2024-12-09,4,1,3,0,8,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,259,30,37,36,362,2024-12-12,2,0,0,0,2,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,261,30,37,36,364,2024-12-16,2,0,0,0,2,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,263,30,37,37,367,2024-12-20,2,0,0,1,3,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,266,30,39,37,372,2024-12-23,3,0,2,0,5,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,271,30,41,37,379,2024-12-26,5,0,2,0,7,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,274,31,40,37,382,2024-12-29,3,1,-1,0,3,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,276,31,40,38,385,2024-12-31,2,0,0,1,3,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,279,31,40,38,388,2025-01-07,3,0,0,0,3,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,280,31,40,38,389,2025-01-10,1,0,0,0,1,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,282,31,40,38,391,2025-01-13,2,0,0,0,2,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,286,31,40,38,395,2025-01-16,4,0,0,0,4,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,288,32,41,38,399,2025-01-19,2,1,1,0,4,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,290,32,42,38,402,2025-01-22,2,0,1,0,3,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,292,32,42,38,404,2025-01-25,2,0,0,0,2,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,294,33,42,38,407,2025-01-31,2,1,0,0,3,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,295,33,42,38,408,2025-02-03,1,0,0,0,1,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,296,33,42,38,409,2025-02-11,1,0,0,0,1,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,303,35,42,38,418,2025-02-12,7,2,0,0,9,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,305,35,42,38,420,2025-02-16,2,0,0,0,2,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,307,36,43,38,424,2025-02-18,2,1,1,0,4,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,311,36,43,38,428,2025-02-21,4,0,0,0,4,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,315,36,43,38,432,2025-02-23,4,0,0,0,4,0,0,0,0,0
Ukraine,Mine-Resistant Ambush Protected,315,37,43,38,433,2025-02-24,0,1,0,0,1,0,0,0,0,0
Ukraine,Multiple Rocket Launchers,53,0,9,16,78,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,Multiple Rocket Launchers,54,0,9,16,79,2024-10-22,1,0,0,0,1,0,0,0,0,0
Ukraine,Multiple Rocket Launchers,54,0,9,17,80,2024-11-23,0,0,0,1,1,0,0,0,0,0
Ukraine,Multiple Rocket Launchers,55,0,9,17,81,2025-02-12,1,0,0,0,1,0,0,0,0,0
Ukraine,Multiple Rocket Launchers,56,0,9,17,82,2025-02-23,1,0,0,0,1,0,0,0,0,0
Ukraine,Naval Ships,14,0,19,8,41,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,Radars And Communications Equipment,97,1,13,20,131,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,Radars And Communications Equipment,98,1,13,21,133,2024-10-22,1,0,0,1,2,0,0,0,0,0
Ukraine,Radars And Communications Equipment,99,1,13,21,134,2024-11-05,1,0,0,0,1,0,0,0,0,0
Ukraine,Radars And Communications Equipment,100,1,13,21,135,2025-01-10,1,0,0,0,1,0,0,0,0,0
Ukraine,Radars And Communications Equipment,100,1,14,21,136,2025-01-22,0,0,1,0,1,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,269,0,135,1,405,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,270,0,135,1,406,2024-10-02,1,0,0,0,1,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,273,0,139,1,413,2024-10-22,3,0,4,0,7,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,275,0,139,1,415,2024-10-23,2,0,0,0,2,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,275,0,140,1,416,2024-10-24,0,0,1,0,1,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,278,0,140,1,419,2024-10-30,3,0,0,0,3,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,280,0,140,1,421,2024-11-02,2,0,0,0,2,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,280,0,141,1,422,2024-11-11,0,0,1,0,1,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,281,0,142,1,424,2024-11-14,1,0,1,0,2,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,284,0,142,1,427,2024-11-20,3,0,0,0,3,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,285,0,142,1,428,2024-11-27,1,0,0,0,1,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,287,0,142,1,430,2024-12-03,2,0,0,0,2,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,288,0,145,1,434,2024-12-09,1,0,3,0,4,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,289,0,148,1,438,2024-12-20,1,0,3,0,4,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,289,0,149,1,439,2024-12-23,0,0,1,0,1,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,291,0,149,1,441,2024-12-26,2,0,0,0,2,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,293,0,149,1,443,2024-12-29,2,0,0,0,2,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,294,0,153,1,448,2025-01-07,1,0,4,0,5,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,295,0,154,1,450,2025-01-10,1,0,1,0,2,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,296,0,154,1,451,2025-01-13,1,0,0,0,1,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,297,0,154,1,452,2025-01-16,1,0,0,0,1,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,297,0,155,1,453,2025-01-19,0,0,1,0,1,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,298,0,156,1,455,2025-01-22,1,0,1,0,2,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,298,0,157,1,456,2025-01-25,0,0,1,0,1,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,298,0,159,1,458,2025-01-31,0,0,2,0,2,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,299,0,160,1,460,2025-02-11,1,0,1,0,2,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,302,0,162,1,465,2025-02-12,3,0,2,0,5,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,302,0,163,1,466,2025-02-18,0,0,1,0,1,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,303,0,164,1,468,2025-02-21,1,0,1,0,2,0,0,0,0,0
Ukraine,Reconnaissance Unmanned Aerial Vehicles,303,0,165,1,469,2025-02-23,0,0,1,0,1,0,0,0,0,0
Ukraine,Self-Propelled Anti-Aircraft Guns,22,1,5,5,33,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,Self-Propelled Anti-Aircraft Guns,23,1,5,5,34,2024-10-02,1,0,0,0,1,0,0,0,0,0
Ukraine,Self-Propelled Anti-Aircraft Guns,24,1,5,5,35,2024-12-09,1,0,0,0,1,0,0,0,0,0
Ukraine,Self-Propelled Anti-Aircraft Guns,25,1,4,5,35,2024-12-20,1,0,-1,0,0,0,0,0,0,0
Ukraine,Self-Propelled Anti-Tank Missile Systems,7,1,10,0,18,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,Self-Propelled Artillery,308,0,24,72,404,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,Self-Propelled Artillery,311,0,24,72,407,2024-10-02,3,0,0,0,3,0,0,0,0,0
Ukraine,Self-Propelled Artillery,312,0,24,72,408,2024-10-06,1,0,0,0,1,0,0,0,0,0
Ukraine,Self-Propelled Artillery,314,0,24,72,410,2024-10-09,2,0,0,0,2,0,0,0,0,0
Ukraine,Self-Propelled Artillery,323,0,24,72,419,2024-10-22,9,0,0,0,9,0,0,0,0,0
Ukraine,Self-Propelled Artillery,324,0,24,72,420,2024-10-27,1,0,0,0,1,0,0,0,0,0
Ukraine,Self-Propelled Artillery,326,0,24,72,422,2024-11-02,2,0,0,0,2,0,0,0,0,0
Ukraine,Self-Propelled Artillery,328,0,24,72,424,2024-11-05,2,0,0,0,2,0,0,0,0,0
Ukraine,Self-Propelled Artillery,331,0,24,73,428,2024-11-11,3,0,0,1,4,0,0,0,0,0
Ukraine,Self-Propelled Artillery,333,0,24,73,430,2024-11-17,2,0,0,0,2,0,0,0,0,0
Ukraine,Self-Propelled Artillery,334,0,24,73,431,2024-11-23,1,0,0,0,1,0,0,0,0,0
Ukraine,Self-Propelled Artillery,335,0,24,73,432,2024-11-27,1,0,0,0,1,0,0,0,0,0
Ukraine,Self-Propelled Artillery,336,0,24,73,433,2024-12-03,1,0,0,0,1,0,0,0,0,0
Ukraine,Self-Propelled Artillery,339,0,24,73,436,2024-12-09,3,0,0,0,3,0,0,0,0,0
Ukraine,Self-Propelled Artillery,340,0,24,73,437,2024-12-16,1,0,0,0,1,0,0,0,0,0
Ukraine,Self-Propelled Artillery,341,0,24,73,438,2024-12-20,1,0,0,0,1,0,0,0,0,0
Ukraine,Self-Propelled Artillery,342,0,24,73,439,2024-12-29,1,0,0,0,1,0,0,0,0,0
Ukraine,Self-Propelled Artillery,343,0,24,73,440,2024-12-31,1,0,0,0,1,0,0,0,0,0
Ukraine,Self-Propelled Artillery,347,0,24,73,444,2025-01-07,4,0,0,0,4,0,0,0,0,0
Ukraine,Self-Propelled Artillery,349,0,24,73,446,2025-01-10,2,0,0,0,2,0,0,0,0,0
Ukraine,Self-Propelled Artillery,351,0,24,73,448,2025-01-13,2,0,0,0,2,0,0,0,0,0
Ukraine,Self-Propelled Artillery,352,0,24,73,449,2025-01-16,1,0,0,0,1,0,0,0,0,0
Ukraine,Self-Propelled Artillery,355,0,24,73,452,2025-01-22,3,0,0,0,3,0,0,0,0,0
